"","iElectron","t","ix","iy","iz"
"33997",85,7.612811e-11,122,239,102
"33998",86,7.628257e-11,146,39,75
"33999",86,7.636189e-11,149,39,76
"34000",85,7.642646e-11,120,239,102
"34001",86,7.649816e-11,147,39,75
"34002",80,7.651441e-11,99,246,4
"34003",85,7.653758e-11,120,238,102
"34004",86,7.657582e-11,146,40,75
"34005",84,7.668788e-11,220,188,109
"34006",84,7.67929e-11,218,187,109
"34007",84,7.684617e-11,219,186,106
"34008",86,7.699706e-11,145,37,73
"34009",86,7.703042e-11,142,36,74
"34010",91,7.707373e-11,196,75,44
"34011",86,7.733215e-11,143,34,76
"34012",86,7.747586e-11,146,34,78
"34013",84,7.748713e-11,218,187,109
"34014",84,7.749231e-11,217,185,109
"34015",86,7.752102e-11,145,34,78
"34016",82,7.757293e-11,243,107,226
"34017",80,7.757867e-11,99,248,4
"34018",86,7.762477e-11,146,36,79
"34019",84,7.771676e-11,217,182,110
"34020",80,7.779699e-11,99,246,4
"34021",82,7.79174e-11,244,108,226
"34022",85,7.797333e-11,120,239,102
"34023",80,7.803257e-11,99,247,4
"34024",86,7.812478e-11,146,37,79
"34025",80,7.819222e-11,101,245,3
"34026",80,7.823822e-11,102,245,3
"34027",95,7.839036e-11,214,85,68
"34028",95,7.843562e-11,214,84,68
"34029",82,7.849316e-11,245,108,226
"34030",84,7.868676e-11,213,182,112
"34031",80,7.871649e-11,101,247,4
"34032",84,7.879781e-11,214,181,112
"34033",80,7.919843e-11,99,247,4
"34034",95,7.931329e-11,214,86,68
"34035",95,7.945411e-11,215,86,68
"34036",84,7.959309e-11,215,181,115
"34037",84,7.96122e-11,218,181,117
"34038",84,7.962725e-11,217,181,117
"34039",80,7.964546e-11,100,247,4
"34040",86,7.966573e-11,146,35,79
"34041",95,7.97532e-11,216,84,68
"34042",80,7.989199e-11,100,246,4
"34043",95,7.994083e-11,214,84,68
"34044",85,8.001994e-11,123,239,106
"34045",85,8.009094e-11,122,236,107
"34046",85,8.009249e-11,121,236,108
"34047",85,8.015868e-11,119,235,107
"34048",94,8.021339e-11,146,236,66
"34049",86,8.02192e-11,147,35,79
"34050",85,8.035515e-11,117,235,110
"34051",84,8.035772e-11,218,178,119
"34052",82,8.040217e-11,245,106,226
"34053",85,8.041327e-11,116,234,110
"34054",84,8.049699e-11,216,176,120
"34055",80,8.058498e-11,101,246,4
"34056",85,8.059643e-11,118,234,114
"34057",95,8.068991e-11,215,84,67
"34058",95,8.080847e-11,215,83,66
"34059",85,8.081139e-11,118,235,114
"34060",85,8.08806e-11,118,235,115
"34061",85,8.089715e-11,119,232,118
"34062",85,8.094788e-11,117,231,119
"34063",95,8.095833e-11,215,85,66
"34064",85,8.103413e-11,115,231,120
"34065",80,8.10525e-11,100,246,4
"34066",95,8.108846e-11,214,83,67
"34067",85,8.115055e-11,115,228,120
"34068",84,8.115765e-11,214,178,123
"34069",85,8.118219e-11,115,227,120
"34070",85,8.124509e-11,114,227,121
"34071",86,8.127464e-11,146,35,79
"34072",85,8.13132e-11,116,230,121
"34073",84,8.132608e-11,217,178,126
"34074",85,8.133295e-11,116,232,123
"34075",84,8.136163e-11,219,179,127
"34076",95,8.138767e-11,214,84,68
"34077",85,8.139211e-11,116,231,124
"34078",85,8.1492e-11,115,231,125
"34079",86,8.156611e-11,147,35,79
"34080",85,8.15709e-11,116,228,125
"34081",95,8.157265e-11,214,86,68
"34082",84,8.158131e-11,218,176,128
"34083",85,8.164107e-11,115,226,127
"34084",85,8.176623e-11,115,224,128
"34085",85,8.178179e-11,115,226,128
"34086",85,8.178639e-11,117,226,128
"34087",85,8.184658e-11,117,226,131
"34088",85,8.188278e-11,117,225,135
"34089",86,8.188542e-11,146,35,79
"34090",85,8.194906e-11,122,225,135
"34091",85,8.199129e-11,120,222,136
"34092",85,8.202495e-11,124,223,136
"34093",85,8.204123e-11,123,224,137
"34094",82,8.204259e-11,244,106,226
"34095",95,8.205394e-11,214,84,68
"34096",85,8.213716e-11,123,227,137
"34097",80,8.218677e-11,101,249,2
"34098",84,8.219002e-11,216,178,128
"34099",84,8.222503e-11,215,176,127
"34100",80,8.236122e-11,102,0,1
"34101",80,8.23888e-11,102,249,1
"34102",80,8.239341e-11,103,249,2
"34103",85,8.23941e-11,125,226,137
"34104",94,8.243949e-11,147,234,67
"34105",85,8.246661e-11,123,225,139
"34106",82,8.249172e-11,246,107,225
"34107",80,8.251032e-11,102,247,1
"34108",95,8.256384e-11,215,84,68
"34109",85,8.265253e-11,123,227,139
"34110",85,8.266494e-11,123,226,138
"34111",85,8.272395e-11,124,226,138
"34112",80,8.27387e-11,100,244,1
"34113",85,8.279937e-11,124,225,138
"34114",82,8.281105e-11,245,108,225
"34115",82,8.281568e-11,246,108,225
"34116",85,8.28424e-11,124,225,139
"34117",80,8.284732e-11,100,243,1
"34118",85,8.284954e-11,123,225,140
"34119",80,8.287432e-11,100,244,2
"34120",82,8.301143e-11,245,108,225
"34121",82,8.302311e-11,245,105,225
"34122",85,8.304074e-11,121,226,141
"34123",82,8.304798e-11,244,106,226
"34124",80,8.306289e-11,99,245,1
"34125",85,8.310265e-11,122,226,144
"34126",80,8.324235e-11,101,246,0
"34127",80,8.3299e-11,101,246,4
"34128",85,8.330424e-11,124,230,145
"34129",85,8.332098e-11,123,227,146
"34130",80,8.335642e-11,101,246,3
"34131",85,8.335876e-11,124,227,149
"34132",85,8.338378e-11,121,230,148
"34133",95,8.338579e-11,216,86,65
"34134",85,8.340602e-11,121,230,146
"34135",85,8.343179e-11,119,231,147
"34136",95,8.343509e-11,214,85,67
"34137",85,8.347057e-11,117,230,147
"34138",85,8.347349e-11,117,231,147
"34139",84,8.351858e-11,218,177,130
"34140",85,8.357266e-11,115,231,147
"34141",85,8.360072e-11,113,232,146
"34142",82,8.36202e-11,243,106,226
"34143",94,8.364965e-11,148,232,69
"34144",94,8.365529e-11,146,232,70
"34145",94,8.370765e-11,145,234,73
"34146",94,8.371031e-11,142,233,75
"34147",80,8.372514e-11,102,247,3
"34148",95,8.373281e-11,215,85,68
"34149",84,8.382822e-11,216,178,132
"34150",86,8.390087e-11,148,36,79
"34151",85,8.392231e-11,113,231,146
"34152",95,8.393131e-11,216,84,68
"34153",80,8.395134e-11,102,248,2
"34154",85,8.398667e-11,114,231,147
"34155",80,8.39882e-11,102,248,1
"34156",80,8.399718e-11,103,0,0
"34157",85,8.403265e-11,115,231,147
"34158",94,8.405501e-11,141,231,78
"34159",85,8.407912e-11,114,231,147
"34160",85,8.413331e-11,116,229,145
"34161",80,8.418633e-11,102,0,2
"34162",85,8.421272e-11,117,229,145
"34163",86,8.422216e-11,149,38,77
"34164",85,8.425393e-11,119,230,145
"34165",94,8.425404e-11,143,233,79
"34166",91,8.429121e-11,195,79,46
"34167",85,8.429359e-11,115,228,146
"34168",85,8.430363e-11,118,226,146
"34169",80,8.441121e-11,101,249,3
"34170",80,8.441687e-11,101,248,3
"34171",86,8.443968e-11,146,36,77
"34172",80,8.444522e-11,101,248,4
"34173",86,8.451274e-11,148,36,77
"34174",85,8.452525e-11,120,225,147
"34175",86,8.454014e-11,147,38,78
"34176",84,8.455823e-11,213,177,134
"34177",86,8.464715e-11,147,37,78
"34178",85,8.472466e-11,122,226,149
"34179",95,8.476531e-11,214,86,68
"34180",85,8.478725e-11,123,226,152
"34181",86,8.484889e-11,149,37,78
"34182",85,8.486947e-11,125,229,153
"34183",85,8.490984e-11,127,232,153
"34184",85,8.492841e-11,127,231,152
"34185",94,8.498855e-11,144,231,80
"34186",94,8.509211e-11,145,231,81
"34187",80,8.526006e-11,100,248,4
"34188",85,8.529358e-11,125,231,154
"34189",85,8.53172e-11,123,232,154
"34190",85,8.532675e-11,122,232,154
"34191",80,8.534919e-11,99,247,4
"34192",86,8.540442e-11,145,34,78
"34193",85,8.551924e-11,120,234,156
"34194",85,8.553574e-11,122,232,157
"34195",85,8.562088e-11,123,232,158
"34196",85,8.563211e-11,124,232,159
"34197",80,8.569407e-11,100,246,4
"34198",80,8.580159e-11,99,247,4
"34199",86,8.592606e-11,145,36,78
"34200",85,8.610859e-11,122,232,160
"34201",80,8.611085e-11,99,248,4
"34202",86,8.618816e-11,145,37,78
"34203",86,8.627156e-11,146,36,75
"34204",86,8.636327e-11,147,37,75
"34205",85,8.639354e-11,122,231,161
"34206",86,8.645263e-11,146,37,76
"34207",86,8.648273e-11,145,34,77
"34208",86,8.659593e-11,145,33,77
"34209",86,8.680449e-11,146,33,77
"34210",86,8.686377e-11,147,33,77
"34211",95,8.696244e-11,215,84,68
"34212",86,8.696728e-11,148,34,78
"34213",82,8.710252e-11,243,107,226
"34214",85,8.712958e-11,122,232,160
"34215",86,8.71965e-11,145,33,77
"34216",85,8.724584e-11,122,230,161
"34217",95,8.727805e-11,216,85,68
"34218",85,8.733621e-11,122,229,161
"34219",95,8.735509e-11,216,86,68
"34220",91,8.738855e-11,191,79,49
"34221",84,8.741159e-11,211,176,135
"34222",80,8.745715e-11,101,247,4
"34223",86,8.760427e-11,144,36,77
"34224",82,8.76314e-11,245,106,226
"34225",86,8.769953e-11,144,35,77
"34226",85,8.788123e-11,121,227,165
"34227",86,8.812372e-11,145,34,77
"34228",80,8.832273e-11,100,248,4
"34229",86,8.832886e-11,147,34,77
"34230",86,8.838101e-11,147,34,78
"34231",85,8.84338e-11,121,226,166
"34232",82,8.849994e-11,243,107,226
"34233",85,8.865155e-11,121,224,167
"34234",80,8.867311e-11,101,247,4
"34235",86,8.868886e-11,146,36,78
"34236",86,8.869099e-11,145,37,77
"34237",86,8.870162e-11,144,37,77
"34238",82,8.872572e-11,244,108,226
"34239",95,8.873546e-11,213,85,67
"34240",95,8.879099e-11,212,84,66
"34241",86,8.879656e-11,143,38,76
"34242",82,8.882428e-11,244,108,225
"34243",82,8.884193e-11,243,108,224
"34244",82,8.892537e-11,243,106,224
"34245",82,8.910542e-11,244,105,224
"34246",82,8.911525e-11,244,106,225
"34247",86,8.912017e-11,144,34,77
"34248",95,8.916353e-11,213,84,67
"34249",86,8.928009e-11,146,37,79
"34250",82,8.940188e-11,245,107,225
"34251",82,8.94226e-11,245,108,225
"34252",82,8.957984e-11,246,106,225
"34253",95,8.959602e-11,214,86,67
"34254",82,8.967583e-11,245,106,226
"34255",80,8.969978e-11,101,247,3
"34256",80,8.978274e-11,103,245,1
"34257",86,8.987026e-11,146,35,79
"34258",80,8.994759e-11,101,245,3
"34259",80,9.015171e-11,99,245,3
"34260",94,9.039431e-11,147,231,84
"34261",80,9.047124e-11,101,247,3
"34262",95,9.052407e-11,216,87,66
"34263",80,9.056089e-11,98,246,3
"34264",95,9.058324e-11,216,86,66
"34265",85,9.060534e-11,121,225,170
"34266",95,9.062586e-11,217,85,67
"34267",95,9.063049e-11,216,84,67
"34268",95,9.064346e-11,215,84,67
"34269",95,9.067432e-11,216,85,66
"34270",95,9.07311e-11,215,84,66
"34271",95,9.073999e-11,215,83,66
"34272",95,9.081873e-11,213,84,66
"34273",95,9.086096e-11,214,85,65
"34274",80,9.095512e-11,98,246,1
"34275",95,9.09687e-11,214,86,66
"34276",80,9.106194e-11,102,244,2
"34277",94,9.107475e-11,144,231,84
"34278",94,9.114113e-11,145,235,86
"34279",85,9.116562e-11,122,224,172
"34280",94,9.122723e-11,143,234,86
"34281",94,9.126354e-11,142,235,88
"34282",85,9.12938e-11,122,223,173
"34283",95,9.129835e-11,216,85,66
"34284",82,9.136628e-11,245,107,226
"34285",94,9.148554e-11,140,234,88
"34286",95,9.14859e-11,212,85,65
"34287",95,9.15451e-11,213,85,65
"34288",82,9.157136e-11,242,107,225
"34289",86,9.158982e-11,146,37,79
"34290",80,9.165683e-11,102,246,3
"34291",95,9.166819e-11,212,86,65
"34292",94,9.170093e-11,139,232,88
"34293",80,9.170578e-11,104,245,1
"34294",95,9.173492e-11,215,84,65
"34295",95,9.185145e-11,214,85,66
"34296",82,9.190032e-11,242,106,225
"34297",82,9.197061e-11,246,105,225
"34298",95,9.197095e-11,211,85,64
"34299",95,9.199675e-11,212,87,63
"34300",95,9.200203e-11,213,86,63
"34301",95,9.210861e-11,213,84,65
"34302",80,9.222952e-11,102,244,1
"34303",95,9.223063e-11,212,83,66
"34304",95,9.226414e-11,213,82,66
"34305",86,9.229353e-11,146,36,79
"34306",80,9.232405e-11,101,246,2
"34307",80,9.249288e-11,102,245,2
"34308",95,9.258461e-11,213,83,66
"34309",85,9.263657e-11,123,224,174
"34310",80,9.269119e-11,101,246,3
"34311",80,9.275875e-11,99,245,2
"34312",95,9.278182e-11,213,86,66
"34313",95,9.279324e-11,214,86,65
"34314",95,9.281974e-11,214,85,65
"34315",84,9.282081e-11,208,177,136
"34316",95,9.283979e-11,214,84,66
"34317",80,9.285513e-11,99,246,2
"34318",95,9.287378e-11,213,84,66
"34319",86,9.293512e-11,148,36,79
"34320",80,9.296123e-11,100,247,3
"34321",95,9.297455e-11,211,84,65
"34322",80,9.299048e-11,100,246,3
"34323",86,9.302495e-11,148,35,79
"34324",95,9.306825e-11,211,83,65
"34325",95,9.308047e-11,212,82,65
"34326",80,9.322216e-11,100,244,1
"34327",80,9.343952e-11,100,243,1
"34328",80,9.351631e-11,101,244,2
"34329",80,9.359567e-11,99,246,2
"34330",84,9.365665e-11,208,177,139
"34331",84,9.369218e-11,205,176,138
"34332",82,9.379702e-11,246,106,225
"34333",80,9.385365e-11,98,246,3
"34334",84,9.385553e-11,206,178,142
"34335",84,9.386613e-11,206,181,141
"34336",95,9.39942e-11,213,82,66
"34337",86,9.413473e-11,148,36,79
"34338",86,9.431434e-11,146,37,79
"34339",91,9.440316e-11,191,77,52
"34340",94,9.440966e-11,139,231,92
"34341",95,9.44137e-11,212,83,66
"34342",80,9.448174e-11,97,249,2
"34343",80,9.451404e-11,98,246,3
"34344",94,9.454927e-11,141,228,92
"34345",82,9.456991e-11,246,107,225
"34346",82,9.472159e-11,246,109,224
"34347",82,9.479919e-11,245,109,223
"34348",86,9.49447e-11,146,36,79
"34349",80,9.498296e-11,100,247,3
"34350",82,9.500516e-11,244,108,224
"34351",95,9.501719e-11,215,85,67
"34352",80,9.503533e-11,100,248,3
"34353",82,9.50421e-11,244,111,223
"34354",82,9.507277e-11,244,112,222
"34355",82,9.509845e-11,245,109,225
"34356",86,9.513957e-11,147,36,79
"34357",95,9.533159e-11,216,85,68
"34358",80,9.540328e-11,98,247,2
"34359",80,9.543516e-11,99,247,2
"34360",82,9.543982e-11,244,109,225
"34361",80,9.546296e-11,98,247,3
"34362",80,9.551796e-11,98,246,3
"34363",94,9.560528e-11,139,229,93
"34364",94,9.562831e-11,140,229,94
"34365",86,9.567101e-11,148,36,78
"34366",94,9.569359e-11,139,230,95
"34367",86,9.570703e-11,148,36,79
"34368",94,9.576689e-11,138,230,94
"34369",80,9.607076e-11,101,247,4
"34370",86,9.607439e-11,146,35,79
"34371",82,9.623006e-11,243,109,225
"34372",91,9.631487e-11,191,77,53
"34373",80,9.643887e-11,100,246,4
"34374",94,9.670069e-11,139,227,96
"34375",82,9.675426e-11,244,109,225
"34376",94,9.675653e-11,139,225,98
"34377",82,9.689375e-11,244,108,226
"34378",80,9.709725e-11,100,247,4
"34379",82,9.712299e-11,245,106,226
"34380",80,9.716891e-11,101,248,4
"34381",91,9.731844e-11,192,77,56
"34382",94,9.757502e-11,142,225,100
"34383",95,9.76246e-11,214,86,68
"34384",82,9.768011e-11,245,107,226
"34385",82,9.781741e-11,243,108,226
"34386",86,9.811038e-11,148,36,79
"34387",80,9.818312e-11,103,247,0
"34388",82,9.828975e-11,245,108,226
"34389",94,9.83079e-11,143,225,100
"34390",91,9.847194e-11,191,78,60
"34391",80,9.848929e-11,104,247,1
"34392",83,9.88314e-11,184,115,16
"34393",86,9.884777e-11,146,36,79
"34394",80,9.898144e-11,101,248,1
"34395",86,9.898605e-11,147,35,79
"34396",80,9.904521e-11,100,0,2
"34397",80,9.906478e-11,98,249,3
"34398",86,9.914448e-11,149,34,78
"34399",86,9.916169e-11,148,34,78
"34400",86,9.932295e-11,148,36,78
"34401",86,9.952248e-11,148,37,79
"34402",80,9.998353e-11,99,248,4
"34403",82,1.000941e-10,246,109,225
"34404",84,1.002836e-10,204,184,143
"34405",84,1.003085e-10,203,185,143
"34406",95,1.003154e-10,215,84,68
"34407",86,1.008066e-10,148,37,77
"34408",86,1.009165e-10,148,37,75
"34409",86,1.010119e-10,148,38,76
"34410",94,1.010584e-10,143,223,101
"34411",95,1.010872e-10,215,86,68
"34412",95,1.010931e-10,214,85,68
"34413",86,1.011276e-10,147,35,74
"34414",86,1.011687e-10,148,38,74
"34415",86,1.012269e-10,145,38,74
"34416",86,1.013284e-10,147,40,73
"34417",86,1.013651e-10,144,41,73
"34418",86,1.015277e-10,144,40,73
"34419",95,1.015424e-10,214,84,68
"34420",86,1.016473e-10,144,40,74
"34421",86,1.016731e-10,147,39,75
"34422",80,1.018217e-10,98,249,3
"34423",95,1.01855e-10,216,84,68
"34424",86,1.018789e-10,148,39,75
"34425",86,1.01914e-10,149,35,77
"34426",86,1.020205e-10,147,35,77
"34427",86,1.021127e-10,147,36,78
"34428",86,1.021245e-10,146,36,78
"34429",86,1.021373e-10,148,34,78
"34430",94,1.021688e-10,142,227,100
"34431",86,1.021882e-10,147,34,78
"34432",84,1.024066e-10,205,182,145
"34433",95,1.024208e-10,216,85,68
"34434",86,1.024463e-10,147,36,77
"34435",83,1.025234e-10,185,115,20
"34436",95,1.025255e-10,217,85,67
"34437",86,1.026645e-10,148,37,78
"34438",83,1.026676e-10,185,118,19
"34439",82,1.027652e-10,244,107,226
"34440",86,1.027739e-10,149,38,78
"34441",95,1.028164e-10,218,87,66
"34442",82,1.032174e-10,243,108,226
"34443",95,1.032385e-10,217,87,66
"34444",86,1.033296e-10,148,37,78
"34445",86,1.033535e-10,148,37,79
"34446",80,1.033719e-10,99,248,3
"34447",80,1.033945e-10,99,247,3
"34448",80,1.034348e-10,102,247,3
"34449",95,1.034373e-10,216,84,67
"34450",80,1.034742e-10,101,248,3
"34451",86,1.035495e-10,146,36,79
"34452",80,1.036588e-10,102,246,3
"34453",95,1.036692e-10,215,84,67
"34454",86,1.036819e-10,146,37,79
"34455",95,1.036963e-10,215,86,67
"34456",80,1.037004e-10,100,246,3
"34457",95,1.037696e-10,215,87,67
"34458",82,1.037896e-10,244,106,226
"34459",82,1.038069e-10,245,107,226
"34460",95,1.038531e-10,214,86,68
"34461",83,1.0392e-10,185,115,19
"34462",95,1.039634e-10,215,87,67
"34463",84,1.039928e-10,205,184,146
"34464",95,1.040044e-10,215,85,68
"34465",86,1.040131e-10,146,36,79
"34466",83,1.040795e-10,185,115,21
"34467",82,1.0416e-10,243,108,226
"34468",80,1.04185e-10,101,245,3
"34469",83,1.043169e-10,187,114,23
"34470",80,1.043619e-10,102,245,3
"34471",80,1.044063e-10,100,247,4
"34472",82,1.04512e-10,243,107,226
"34473",83,1.046083e-10,187,114,28
"34474",86,1.046355e-10,146,35,79
"34475",83,1.046774e-10,189,115,31
"34476",83,1.047127e-10,188,115,33
"34477",82,1.048207e-10,243,106,226
"34478",83,1.04825e-10,191,112,32
"34479",83,1.048953e-10,190,111,32
"34480",83,1.049061e-10,188,111,33
"34481",82,1.050161e-10,242,105,225
"34482",80,1.051441e-10,100,249,3
"34483",83,1.052258e-10,189,112,33
"34484",95,1.052679e-10,214,84,66
"34485",83,1.053276e-10,188,113,34
"34486",80,1.053345e-10,102,248,3
"34487",83,1.054132e-10,186,116,34
"34488",95,1.054685e-10,213,84,66
"34489",86,1.055729e-10,147,34,78
"34490",83,1.055941e-10,189,114,35
"34491",82,1.056619e-10,245,106,225
"34492",86,1.057282e-10,147,32,76
"34493",82,1.057513e-10,245,105,225
"34494",94,1.058377e-10,140,225,104
"34495",86,1.059701e-10,148,36,78
"34496",83,1.060893e-10,189,112,37
"34497",86,1.061053e-10,148,38,78
"34498",95,1.061491e-10,212,83,66
"34499",86,1.062957e-10,144,38,77
"34500",86,1.062977e-10,145,38,77
"34501",83,1.063079e-10,189,112,38
"34502",82,1.063948e-10,246,105,225
"34503",80,1.065853e-10,100,245,3
"34504",83,1.066163e-10,188,112,41
"34505",95,1.066503e-10,212,84,66
"34506",86,1.067456e-10,144,37,77
"34507",86,1.067478e-10,145,38,77
"34508",86,1.067749e-10,144,37,77
"34509",80,1.068703e-10,100,248,4
"34510",86,1.06897e-10,143,38,76
"34511",83,1.06898e-10,186,111,44
"34512",95,1.069304e-10,214,83,66
"34513",83,1.069714e-10,183,113,45
"34514",95,1.070679e-10,216,83,66
"34515",82,1.070914e-10,245,106,226
"34516",95,1.071911e-10,217,82,66
"34517",95,1.075279e-10,217,85,66
"34518",95,1.075663e-10,217,86,65
"34519",95,1.076157e-10,215,87,65
"34520",83,1.076232e-10,185,112,48
"34521",83,1.076258e-10,185,111,47
"34522",83,1.076285e-10,185,111,49
"34523",84,1.077167e-10,204,186,150
"34524",84,1.077289e-10,204,187,151
"34525",95,1.077859e-10,216,87,65
"34526",95,1.078657e-10,216,88,66
"34527",86,1.079023e-10,145,38,77
"34528",95,1.079068e-10,216,86,67
"34529",83,1.079624e-10,183,109,46
"34530",80,1.080418e-10,100,247,4
"34531",80,1.080872e-10,101,247,4
"34532",82,1.080939e-10,245,107,226
"34533",80,1.082353e-10,101,246,4
"34534",95,1.082746e-10,216,86,68
"34535",86,1.082779e-10,146,37,76
"34536",86,1.082821e-10,147,39,76
"34537",86,1.082945e-10,145,40,76
"34538",86,1.083581e-10,145,39,77
"34539",82,1.083628e-10,245,108,226
"34540",80,1.086305e-10,101,247,4
"34541",94,1.088691e-10,143,225,108
"34542",95,1.088834e-10,215,86,68
"34543",84,1.090153e-10,201,190,152
"34544",86,1.091186e-10,147,38,77
"34545",86,1.092685e-10,148,38,77
"34546",95,1.093836e-10,216,86,68
"34547",80,1.095581e-10,99,245,3
"34548",95,1.096969e-10,215,86,68
"34549",80,1.097074e-10,98,245,3
"34550",86,1.097625e-10,146,34,78
"34551",86,1.099097e-10,145,35,78
"34552",86,1.100943e-10,145,37,78
"34553",95,1.101667e-10,214,86,68
"34554",95,1.102062e-10,214,85,68
"34555",80,1.104022e-10,98,247,3
"34556",86,1.107948e-10,146,37,77
"34557",86,1.108374e-10,144,36,77
"34558",86,1.108822e-10,145,37,78
"34559",80,1.109563e-10,99,248,4
"34560",94,1.110551e-10,143,228,111
"34561",94,1.110913e-10,143,229,114
"34562",95,1.112239e-10,214,85,67
"34563",95,1.112793e-10,213,84,66
"34564",82,1.114967e-10,244,108,226
"34565",86,1.115395e-10,146,38,78
"34566",95,1.11546e-10,212,87,66
"34567",84,1.115554e-10,203,190,154
"34568",86,1.115664e-10,149,36,78
"34569",82,1.117435e-10,245,108,226
"34570",86,1.117553e-10,147,37,78
"34571",82,1.117832e-10,243,107,226
"34572",95,1.118251e-10,213,85,67
"34573",86,1.118374e-10,147,37,77
"34574",94,1.118935e-10,141,225,113
"34575",94,1.119126e-10,141,228,114
"34576",86,1.119501e-10,150,39,76
"34577",80,1.11986e-10,99,247,4
"34578",94,1.12005e-10,140,228,117
"34579",95,1.120562e-10,214,85,68
"34580",82,1.120843e-10,244,106,226
"34581",94,1.124032e-10,140,227,117
"34582",82,1.124743e-10,243,106,226
"34583",94,1.12546e-10,142,226,118
"34584",86,1.126122e-10,151,37,76
"34585",94,1.127801e-10,138,228,118
"34586",86,1.12844e-10,151,38,76
"34587",94,1.129607e-10,142,226,118
"34588",94,1.13041e-10,141,226,120
"34589",94,1.130572e-10,142,227,118
"34590",86,1.13133e-10,149,39,77
"34591",94,1.132209e-10,142,227,119
"34592",95,1.134883e-10,216,84,68
"34593",86,1.135038e-10,148,36,79
"34594",94,1.135828e-10,143,230,121
"34595",82,1.136691e-10,245,106,226
"34596",94,1.138171e-10,141,231,122
"34597",95,1.13972e-10,214,86,68
"34598",94,1.139931e-10,141,231,126
"34599",80,1.14004e-10,101,247,4
"34600",94,1.141779e-10,138,230,129
"34601",94,1.143238e-10,139,229,129
"34602",94,1.143705e-10,140,231,131
"34603",82,1.144924e-10,243,106,226
"34604",95,1.145594e-10,214,85,68
"34605",86,1.14623e-10,149,36,78
"34606",80,1.148469e-10,99,246,4
"34607",82,1.148963e-10,243,108,226
"34608",95,1.151412e-10,215,86,68
"34609",94,1.15178e-10,140,233,130
"34610",86,1.152186e-10,149,37,78
"34611",86,1.152551e-10,146,38,78
"34612",80,1.15258e-10,100,246,4
"34613",80,1.153971e-10,101,247,4
"34614",94,1.154305e-10,140,233,134
"34615",95,1.155568e-10,216,85,68
"34616",94,1.156904e-10,139,234,134
"34617",86,1.159249e-10,145,37,77
"34618",82,1.159364e-10,244,107,226
"34619",86,1.159437e-10,145,37,78
"34620",95,1.15984e-10,215,86,68
"34621",86,1.160203e-10,147,38,78
"34622",86,1.160216e-10,147,37,79
"34623",86,1.162784e-10,146,37,79
"34624",94,1.164989e-10,141,233,138
"34625",95,1.16639e-10,216,86,68
"34626",82,1.166638e-10,243,108,226
"34627",82,1.167779e-10,243,107,226
"34628",82,1.172197e-10,243,108,226
"34629",94,1.178058e-10,143,232,137
"34630",84,1.178407e-10,203,189,157
"34631",80,1.181438e-10,101,248,3
"34632",95,1.181513e-10,215,85,68
"34633",80,1.181822e-10,102,248,3
"34634",94,1.182911e-10,142,233,138
"34635",95,1.182945e-10,214,86,68
"34636",95,1.183657e-10,214,85,68
"34637",94,1.184032e-10,143,234,140
"34638",95,1.18475e-10,216,84,68
"34639",80,1.187465e-10,102,248,2
"34640",80,1.187819e-10,101,1,1
"34641",80,1.187988e-10,102,248,3
"34642",80,1.188736e-10,102,246,3
"34643",95,1.191137e-10,214,85,68
"34644",95,1.191713e-10,215,84,67
"34645",82,1.193895e-10,243,108,224
"34646",82,1.194439e-10,243,107,226
"34647",84,1.195248e-10,202,193,158
"34648",80,1.195285e-10,102,248,3
"34649",80,1.195973e-10,102,249,1
"34650",95,1.196704e-10,215,86,67
"34651",80,1.196744e-10,99,249,1
"34652",95,1.196797e-10,217,86,66
"34653",86,1.196853e-10,148,37,79
"34654",80,1.1972e-10,100,248,0
"34655",82,1.197346e-10,240,109,223
"34656",95,1.197409e-10,217,85,66
"34657",95,1.197478e-10,216,86,67
"34658",95,1.197588e-10,217,85,67
"34659",80,1.197661e-10,102,247,2
"34660",82,1.198187e-10,242,110,224
"34661",95,1.198679e-10,216,85,68
"34662",80,1.200946e-10,103,247,2
"34663",80,1.20111e-10,100,246,2
"34664",86,1.20114e-10,146,37,79
"34665",80,1.201257e-10,101,246,3
"34666",95,1.201372e-10,215,85,68
"34667",95,1.201906e-10,216,86,68
"34668",83,1.202121e-10,181,109,50
"34669",83,1.202181e-10,178,112,52
"34670",80,1.20289e-10,98,246,2
"34671",82,1.20362e-10,243,107,225
"34672",80,1.203852e-10,99,245,3
"34673",82,1.203991e-10,242,110,224
"34674",86,1.204794e-10,147,37,79
"34675",80,1.205812e-10,101,245,3
"34676",80,1.206514e-10,98,245,2
"34677",85,1.206923e-10,126,224,176
"34678",84,1.206985e-10,201,193,160
"34679",95,1.208029e-10,215,85,68
"34680",91,1.208231e-10,192,77,60
"34681",80,1.208258e-10,98,244,2
"34682",91,1.208277e-10,195,77,61
"34683",80,1.208592e-10,99,244,2
"34684",84,1.209377e-10,200,196,161
"34685",80,1.209629e-10,102,244,2
"34686",83,1.20996e-10,178,110,51
"34687",95,1.211334e-10,216,84,67
"34688",82,1.211707e-10,245,108,224
"34689",95,1.212023e-10,217,85,67
"34690",86,1.212101e-10,149,37,83
"34691",95,1.212369e-10,217,84,67
"34692",80,1.212692e-10,101,247,1
"34693",86,1.212705e-10,148,36,86
"34694",86,1.213142e-10,148,37,87
"34695",80,1.213541e-10,101,246,2
