C11,C12,C13,C22,C23,C33
0.071101559,0.002877823,7.16E-14,0.111622325,7.30E-14,0.000283362
0.081355491,0.003587122,8.06E-14,0.1220923,7.67E-14,0.000385033
0.091797955,0.004729631,9.07E-14,0.142691742,9.05E-14,0.000602753
0.102129789,0.005635131,9.50E-14,0.153301251,9.83E-14,0.000771305
0.112689115,0.007058784,1.10E-13,0.174066963,1.09E-13,0.001113034
0.123104488,0.008165872,1.16E-13,0.184824522,1.16E-13,0.001369075
0.133788372,0.009878025,1.27E-13,0.205768576,1.21E-13,0.001869158
0.144293153,0.011192446,1.34E-13,0.216683042,1.35E-13,0.002235713
0.155109619,0.01320097,1.42E-13,0.237817898,1.44E-13,0.002932268
0.165709955,0.014728883,1.48E-13,0.248898403,1.48E-13,0.003435014
0.17666742,0.017042321,1.62E-13,0.27023705,1.60E-13,0.0043702
0.187369767,0.01879052,1.71E-13,0.281493608,1.67E-13,0.005037646
0.198477061,0.021418431,1.79E-13,0.30305117,1.76E-13,0.006257821
0.209288153,0.023394555,1.81E-13,0.314496716,1.82E-13,0.007121427
0.220554415,0.026347627,1.91E-13,0.336293498,1.95E-13,0.00867717
0.231481159,0.028559948,1.96E-13,0.347946014,1.98E-13,0.009771347
0.242915612,0.03184937,2.08E-13,0.370009385,2.09E-13,0.011717258
0.253964924,0.034306017,2.13E-13,0.381891767,2.18E-13,0.01307922
0.26557659,0.037942122,2.28E-13,0.404254368,2.24E-13,0.015473429
0.276755247,0.040649988,2.29E-13,0.416391113,2.26E-13,0.017142831
0.288552683,0.044640569,2.38E-13,0.439085141,2.40E-13,0.020046144
0.299867221,0.047604289,2.44E-13,0.45149688,2.46E-13,0.022064453
0.311858372,0.051953069,2.58E-13,0.474546171,2.54E-13,0.02553906
0.323315099,0.055174345,2.57E-13,0.487243894,2.54E-13,0.027948639
0.33550734,0.059879911,2.66E-13,0.510656065,2.65E-13,0.032056369
0.34711253,0.063357229,2.68E-13,0.523636575,2.71E-13,0.034899253
0.359512948,0.068412482,2.75E-13,0.547396923,2.86E-13,0.039699399
0.371273203,0.072141134,2.84E-13,0.560640249,2.81E-13,0.043015782
0.383889035,0.077533108,2.85E-13,0.584708132,2.88E-13,0.048562546
0.395811729,0.081505296,2.92E-13,0.598176875,2.96E-13,0.052388986
0.408650825,0.087215126,3.01E-13,0.622484511,3.04E-13,0.058728623
0.420744441,0.091419979,3.03E-13,0.636124628,3.05E-13,0.063095987
0.433815554,0.097422823,3.08E-13,0.660577763,3.12E-13,0.070263709
0.446089771,0.101846204,3.12E-13,0.674320193,3.13E-13,0.075194888
0.459402527,0.108111039,3.23E-13,0.698800015,3.27E-13,0.083211616
0.471867934,0.112735152,3.23E-13,0.712562632,3.31E-13,0.088719037
0.485432438,0.119224463,3.39E-13,0.736928389,3.36E-13,0.097588104
0.498099844,0.124027359,3.34E-13,0.750617982,3.37E-13,0.103671137
0.511925963,0.130696834,3.43E-13,0.774709949,3.44E-13,0.113375109
0.524805398,0.135651941,3.47E-13,0.788224098,3.52E-13,0.120017527
0.538901874,0.142450317,3.55E-13,0.811866696,3.54E-13,0.130515396
0.552001395,0.147526139,3.66E-13,0.825095527,3.60E-13,0.137683117
0.566375007,0.154395308,3.60E-13,0.848100499,3.68E-13,0.14890823
0.579699511,0.159555392,3.65E-13,0.860928396,3.66E-13,0.156547695
0.594354512,0.166430818,3.65E-13,0.88309798,3.71E-13,0.168406888
0.607904758,0.171634034,3.72E-13,0.895405277,3.73E-13,0.176444441
0.622842851,0.178445452,3.77E-13,0.916535294,3.74E-13,0.188818934
0.636614893,0.183646561,3.76E-13,0.928199979,3.85E-13,0.197161647
0.651836035,0.190318832,3.88E-13,0.948082649,3.85E-13,0.20991035
0.66582129,0.195469238,3.87E-13,0.95898197,3.88E-13,0.218448709
0.68132577,0.201923103,3.93E-13,0.97740804,3.95E-13,0.2314148
0.695512074,0.206971578,3.96E-13,0.987419742,3.90E-13,0.240027824
0.711304845,0.21312379,4.00E-13,1.004179001,3.99E-13,0.253050242
0.725679282,0.218016753,3.99E-13,1.013181492,4.01E-13,0.261614199
0.741779382,0.223778329,4.01E-13,1.02805935,3.96E-13,0.274548844
0.756335416,0.228458607,4.02E-13,1.03592889,4.07E-13,0.282953701
0.772801349,0.233727224,4.06E-13,1.048691833,4.13E-13,0.295724068
0.787562154,0.238127406,4.12E-13,1.055289705,4.10E-13,0.303919166
0.804611166,0.242756223,4.13E-13,1.065624325,4.14E-13,0.316736818
0.819907901,0.246817114,4.13E-13,1.070752369,4.10E-13,0.324970936
1.098901099,0.32967033,4.13E-13,1.098901099,4.14E-13,0.384615385
